386.0;[13.07984706  0.77778695 16.48987434 13.05967178 12.61103406  9.91004463]
571.0;[ 6.13945902 18.57812899  8.98964021  8.00481825 18.63401498 15.87426283]
498.0;[ 4.03739836 15.40734364  5.53319597 23.56005443 25.61925878 14.82710512]
272.0;[25.39684456  2.38936431 15.1573827   1.95859513 12.84366983  2.89592747]
350.0;[ 3.81479915 17.90235927  6.78036002  3.20837053  6.60918621 10.49478855]
407.0;[14.03362454  6.05229679 19.21220176 14.49209507 15.1571016  11.60677953]
446.0;[23.80912363 17.40012537  4.86895796 21.0225704  28.9365324  15.00025084]
510.0;[26.68560192 10.24840958 17.01432383 12.8263789  13.10241789 23.29677555]
419.0;[16.0681252  28.61226681 16.3262448   2.46284767 10.99027205 25.52551512]
269.0;[12.18825129  0.81607098  7.41531717  2.01433112 29.81556034 29.1174094 ]
625.0;[24.00775053 18.05451364 22.94879581  5.0767634   8.79069695 15.72200626]
423.0;[10.69872843  1.37036896 29.49460336 13.24064758 15.12001318  9.70623953]
522.0;[ 7.79234258 11.60669656 24.96050699 22.10241169 11.37631701  0.3905201 ]
360.0;[23.92214817  8.08166393 17.48054666  0.76652826 19.86606058 11.62570278]
445.0;[14.91221396 12.44717512 10.52615704 16.52933716 29.1873207   3.38328646]
555.0;[ 9.39775585  1.25393129 22.15199276 19.72537163  6.43907239 12.50260321]
564.0;[19.31525802 19.8444398   5.114314   26.44956707 23.34024479  4.01862625]
439.0;[26.06749879 22.46333635 23.95756962 16.30035692  6.62513745 27.5537594 ]
494.0;[17.76253733 10.38713728  7.91335588 27.41746431 12.59206384 16.20574547]
505.0;[18.25326473 24.78749485 18.70689554  5.30136485 17.73772058 14.67798501]
487.0;[16.4372334  20.98561859  7.37433492  5.59881437  3.31749443  8.22177758]
334.0;[ 0.30750118 18.88079168  8.85516916  5.61859634  2.85864157  8.51267422]
520.0;[ 6.44773152  8.56811202 14.14229572 16.48490463 25.35339347 29.65529102]
391.0;[ 1.46604259  6.96354754 19.29934282  4.84399689 26.1043768   6.52207279]
584.0;[22.25265117 19.5906154  23.96656535  0.93742687  6.88722086 21.13882497]
344.0;[ 2.62687527  0.9176845  10.71404801 17.69345974  1.56668182  1.96990999]
460.0;[ 1.30503558 11.85452275 20.05281138  5.94081335 26.28799355 12.97167286]
474.0;[18.58924391  8.71280229 18.4576372  28.60979887 13.4404415   6.21149515]
406.0;[12.76101876 13.33722794 15.2285246  15.77199749  1.27287576  4.93257259]
382.0;[13.50681539 21.23913512 23.32763725 23.31308998 15.08336258 28.7024278 ]
508.0;[ 9.95621138 14.44374487 22.45121998 25.73518555 12.43380165 25.46053543]
430.0;[13.33712825 21.47241253  0.25345091  0.75604271 28.21351481  3.06413845]
557.0;[19.85903371  8.49776231  6.02527031 11.65002546 27.7770479  17.10822629]
501.0;[27.50143836 21.06792722 15.03649355 15.18260501  6.56462359  0.13990568]
440.0;[12.53508732 16.90128331 26.29685605 20.32754521 25.26999138 27.78483861]
474.0;[28.23347621 24.48057456  3.94183816 10.39890045  6.25507484 26.02144611]
464.0;[23.76990658 10.47004922 17.07421596 24.15394621 24.99483734  6.17381031]
509.0;[21.92040602 24.10242492  1.29387109  3.21562213 13.0525095   6.62643666]
488.0;[26.41866198 21.59062613 21.39021881 23.09578971  9.92241079  6.85830755]
530.0;[18.79031878 12.43437749 28.10343217 19.27357257 11.60701029 25.65358982]
650.0;[11.42377751  5.34929483 23.44978277 14.16625762  7.78441213 20.77197738]
486.0;[29.41455237  7.38760767 23.70731408 22.87005733  3.60119377 25.16707784]
347.0;[13.85216714  3.77344148 16.09030419  8.89538252  5.2717258   2.37714512]
415.0;[ 5.96697275 12.88765857 19.25435291  2.62137536 21.47191763  3.05234433]
545.0;[ 5.26797213 21.39964686 26.55791023 29.49415083 19.58720852 14.33209059]
428.0;[ 2.63362665 16.76852384  5.43450688 15.43206181 18.26790447 24.9963747 ]
358.0;[ 9.71251747 29.6658628  29.8485078  24.78452458 20.82457636 22.01009394]
398.0;[26.25806429 28.54530445 25.5678878  19.22815919  2.20495154 18.70154143]
515.0;[10.59641675  4.9433587  26.7949856  24.74671444 15.79915272 13.90347768]
448.0;[14.67903864  7.82160059 12.07913769 13.10009639  0.45168403 26.78717649]
478.0;[ 5.26797213 21.39964686 28.10343217 19.27357257 19.58720852 25.65358982]
467.0;[18.79031878 13.83609682 26.55791023 29.49415083 11.60701029 14.38213377]
500.0;[11.42377751 11.60669656 23.44978277 14.16625762  7.78441213  0.3905201 ]
604.0;[ 6.80653565  5.34929483 23.35234857 22.10241169 11.37631701 20.77197738]
562.0;[24.00775053 18.05451364 22.94879581 11.65002546  8.79069695 15.31580292]
506.0;[19.85903371  8.49776231  6.02527031  5.0767634  27.7770479  15.72200626]
560.0;[19.31525802 18.57812899  8.98964021 26.44956707 23.34024479  4.01862625]
559.0;[ 6.13945902 19.8444398   5.114314    9.78431665 18.63401498 15.87426283]
360.0;[22.25265117  1.25393129 22.15199276  0.93742687  5.53595465 21.13882497]
560.0;[ 9.39775585 19.5906154  23.96656535 19.68318555  6.43907239 12.50260321]
545.0;[ 5.26797213 21.39964686 26.55791023 29.49415083 19.58720852 14.33209059]
530.0;[18.79031878 12.43437749 28.10343217 19.27357257 11.60701029 25.65358982]
522.0;[ 7.79234258 11.60669656 24.96050699 22.10241169 11.37631701  0.3905201 ]
650.0;[11.42377751  5.34929483 23.44978277 14.16625762  7.78441213 20.77197738]
557.0;[19.85903371  8.49776231  6.02527031 11.65002546 27.7770479  17.10822629]
625.0;[24.00775053 18.05451364 22.94879581  5.0767634   8.79069695 15.72200626]
571.0;[ 6.13945902 18.57812899  8.98964021  8.00481825 18.63401498 15.87426283]
564.0;[19.31525802 19.8444398   5.114314   26.44956707 23.34024479  4.01862625]
555.0;[ 9.39775585  1.25393129 22.15199276 19.72537163  6.43907239 12.50260321]
584.0;[22.25265117 19.5906154  23.96656535  0.93742687  6.88722086 21.13882497]
605.0;[19.31525802 17.94296883  8.98964021  9.78431665 23.34024479  4.01862625]
475.0;[ 6.13945902 19.8444398   5.114314   26.44956707 18.63401498 14.49052731]
483.0;[ 6.80653565 18.05451364 23.84818679 22.10241169  8.79069695 20.77197738]
493.0;[24.00775053  5.34929483 22.16429304 11.65002546 11.37631701 17.16957509]
547.0;[ 9.39775585 18.05451364 23.96656535 19.68318555  6.43907239 12.50260321]
637.0;[24.00775053 19.5906154  22.94879581  5.26231928  8.79069695 15.72200626]
553.0;[19.31525802 19.8444398  23.96656535  0.93742687  6.88722086  4.01862625]
426.0;[22.25265117 19.0817011   5.114314   26.44956707 23.34024479 21.13882497]
510.0;[11.42377751  5.34929483  9.57356234  8.00481825 18.63401498 20.77197738]
505.0;[ 6.13945902 18.57812899 23.44978277 14.16625762  7.78441213 15.87426283]
560.0;[19.31525802 18.57812899  8.98964021 26.44956707 23.34024479  4.01862625]
559.0;[ 6.13945902 19.8444398   5.114314    9.78431665 18.63401498 15.87426283]
562.0;[24.00775053 18.05451364 22.94879581 11.65002546  8.79069695 15.31580292]
604.0;[ 6.80653565  5.34929483 23.35234857 22.10241169 11.37631701 20.77197738]
560.0;[ 9.39775585 19.5906154  23.96656535 19.68318555  6.43907239 12.50260321]
625.0;[24.00775053 18.05451364 22.94879581  5.0767634   8.79069695 15.72200626]
564.0;[19.31525802 19.8444398   5.114314   26.44956707 23.34024479  4.01862625]
584.0;[22.25265117 19.5906154  23.96656535  0.93742687  6.88722086 21.13882497]
650.0;[11.42377751  5.34929483 23.44978277 14.16625762  7.78441213 20.77197738]
571.0;[ 6.13945902 18.57812899  8.98964021  8.00481825 18.63401498 15.87426283]
495.0;[ 6.80653565 19.8444398   5.114314   28.10354903 23.34024479 20.77197738]
537.0;[19.31525802  5.34929483 23.35234857 22.10241169 11.37631701  4.01862625]
572.0;[19.31525802 18.57812899  8.98964021 26.44956707 18.63401498  4.01862625]
622.0;[ 6.13945902 18.57812899  8.98964021  8.00481825 23.34024479 15.87426283]
597.0;[19.31525802 17.94296883  8.47845853 11.65002546 23.34024479  4.01862625]
594.0;[24.00775053 18.05451364 22.94879581  9.78431665  8.79069695 15.34082227]
523.0;[11.42377751 19.5906154  21.73257093 14.14730627  7.78441213 15.72200626]
459.0;[23.1515657   5.34929483 22.94879581  5.26231928  8.79069695 20.77197738]
625.0;[24.00775053 19.5906154  22.94879581  5.0767634   6.88722086 15.72200626]
584.0;[22.25265117 19.39925655 23.96656535  0.93742687  8.79069695 21.13882497]
564.0;[19.31525802 19.8444398   5.114314   26.44956707 23.34024479  4.01862625]
604.0;[ 6.80653565  5.34929483 23.35234857 22.10241169 11.37631701 20.77197738]
560.0;[19.31525802 18.57812899  8.98964021 26.44956707 23.34024479  4.01862625]
571.0;[ 6.13945902 18.57812899  8.98964021  8.00481825 18.63401498 15.87426283]
605.0;[19.31525802 17.94296883  8.98964021  9.78431665 23.34024479  4.01862625]
562.0;[24.00775053 18.05451364 22.94879581 11.65002546  8.79069695 15.31580292]
650.0;[11.42377751  5.34929483 23.44978277 14.16625762  7.78441213 20.77197738]
637.0;[24.00775053 19.5906154  22.94879581  5.26231928  8.79069695 15.72200626]
625.0;[24.00775053 18.05451364 22.94879581  5.0767634   8.79069695 15.72200626]
584.0;[22.25265117 19.5906154  23.96656535  0.93742687  6.88722086 21.13882497]
625.0;[24.00775053 18.05451364 22.94879581  5.0767634   8.79069695 15.72200626]
627.0;[24.00775053 19.5906154  22.94879581  6.05897643  6.88722086 15.72200626]
537.0;[ 6.13945902 19.5906154  22.94879581  8.00481825  8.79069695 15.72200626]
485.0;[24.00775053 18.57812899  8.98964021  5.26231928 23.34024479 15.87426283]
417.0;[19.31525802  5.34929483  8.98964021  9.78431665 11.37631701  4.01862625]
479.0;[ 6.80653565 19.52638423 23.35234857 22.10241169 23.34024479 20.77197738]
632.0;[18.7489192   3.80150025  8.47845853 14.16625762 23.34024479 20.77197738]
601.0;[11.42377751 17.94296883 23.44978277 11.65002546  7.78441213  4.01862625]
580.0;[24.00775053 19.39925655 23.96656535  0.93742687  8.79069695 21.13882497]
600.0;[22.25265117 18.05451364 22.94879581  9.78431665  8.79069695 15.34082227]
625.0;[24.00775053 19.5906154  22.94879581  5.0767634   6.88722086 15.72200626]
625.0;[24.00775053 18.05451364 22.94879581  5.0767634   8.79069695 15.72200626]
637.0;[24.00775053 19.5906154  22.94879581  5.26231928  8.79069695 15.72200626]
622.0;[ 6.13945902 18.57812899  8.98964021  8.00481825 23.34024479 15.87426283]
604.0;[ 6.80653565  5.34929483 23.35234857 22.10241169 11.37631701 20.77197738]
605.0;[19.31525802 17.94296883  8.98964021  9.78431665 23.34024479  4.01862625]
597.0;[19.31525802 17.94296883  8.47845853 11.65002546 23.34024479  4.01862625]
650.0;[11.42377751  5.34929483 23.44978277 14.16625762  7.78441213 20.77197738]
584.0;[22.25265117 19.39925655 23.96656535  0.93742687  8.79069695 21.13882497]
594.0;[24.00775053 18.05451364 22.94879581  9.78431665  8.79069695 15.34082227]
601.0;[17.32350698 17.94296883  8.98964021  8.00481825 23.34024479  4.01862625]
605.0;[ 6.13945902 18.57812899  8.98964021  9.78431665 23.34024479 15.87426283]
637.0;[24.00775053 19.5906154  22.94879581  5.26231928  8.79069695 15.72200626]
627.0;[24.00775053 19.5906154  22.94879581  6.05897643  6.88722086 15.72200626]
637.0;[24.00775053 19.5906154  22.94879581  5.0767634   8.43063427 15.72200626]
625.0;[24.00775053 18.05451364 21.80176302  5.0767634   6.88722086 15.6920522 ]
