# sa 30
1 ; 399.0 ; [20.52438221  1.11893108 12.36700035 20.91471882]
2 ; 399.0 ; [20.52438221  1.11893108 12.36700035 20.91471882]
3 ; 399.0 ; [20.52438221  1.11893108 12.36700035 20.91471882]
4 ; 399.0 ; [20.52438221  1.11893108 12.36700035 20.91471882]
5 ; 399.0 ; [20.52438221  1.11893108 12.36700035 20.91471882]
6 ; 399.0 ; [20.52438221  1.11893108 12.36700035 20.91471882]
7 ; 399.0 ; [20.52438221  1.11893108 12.36700035 20.91471882]
8 ; 399.0 ; [20.52438221  1.11893108 12.36700035 20.91471882]
9 ; 399.0 ; [20.52438221  1.11893108 12.36700035 20.91471882]
10 ; 399.0 ; [20.52438221  1.11893108 12.36700035 20.91471882]
11 ; 399.0 ; [20.52438221  1.11893108 12.36700035 20.91471882]
12 ; 399.0 ; [20.52438221  1.11893108 12.36700035 20.91471882]
13 ; 399.0 ; [20.52438221  1.11893108 12.36700035 20.91471882]
14 ; 399.0 ; [20.52438221  1.11893108 12.36700035 20.91471882]
15 ; 399.0 ; [20.52438221  1.11893108 12.36700035 20.91471882]
16 ; 399.0 ; [20.52438221  1.11893108 12.36700035 20.91471882]
17 ; 399.0 ; [20.52438221  1.11893108 12.36700035 20.91471882]
18 ; 399.0 ; [20.52438221  1.11893108 12.36700035 20.91471882]
19 ; 399.0 ; [20.52438221  1.11893108 12.36700035 20.91471882]
20 ; 399.0 ; [20.52438221  1.11893108 12.36700035 20.91471882]
21 ; 399.0 ; [20.52438221  1.11893108 12.36700035 20.91471882]
22 ; 399.0 ; [20.52438221  1.11893108 12.36700035 20.91471882]
23 ; 399.0 ; [20.52438221  1.11893108 12.36700035 20.91471882]
24 ; 399.0 ; [20.52438221  1.11893108 12.36700035 20.91471882]
25 ; 399.0 ; [20.52438221  1.11893108 12.36700035 20.91471882]
26 ; 399.0 ; [20.52438221  1.11893108 12.36700035 20.91471882]
27 ; 399.0 ; [20.52438221  1.11893108 12.36700035 20.91471882]
28 ; 399.0 ; [20.52438221  1.11893108 12.36700035 20.91471882]
29 ; 399.0 ; [20.52438221  1.11893108 12.36700035 20.91471882]
30 ; 399.0 ; [20.52438221  1.11893108 12.36700035 20.91471882]
31 ; 399.0 ; [20.52438221  1.11893108 12.36700035 20.91471882]
32 ; 399.0 ; [20.52438221  1.11893108 12.36700035 20.91471882]
33 ; 399.0 ; [20.52438221  1.11893108 12.36700035 20.91471882]
34 ; 399.0 ; [20.52438221  1.11893108 12.36700035 20.91471882]
35 ; 399.0 ; [20.52438221  1.11893108 12.36700035 20.91471882]
36 ; 399.0 ; [20.52438221  1.11893108 12.36700035 20.91471882]
37 ; 399.0 ; [20.52438221  1.11893108 12.36700035 20.91471882]
38 ; 399.0 ; [20.52438221  1.11893108 12.36700035 20.91471882]
39 ; 399.0 ; [20.52438221  1.11893108 12.36700035 20.91471882]
40 ; 399.0 ; [20.52438221  1.11893108 12.36700035 20.91471882]
41 ; 399.0 ; [20.52438221  1.11893108 12.36700035 20.91471882]
42 ; 399.0 ; [20.52438221  1.11893108 12.36700035 20.91471882]
43 ; 399.0 ; [20.52438221  1.11893108 12.36700035 20.91471882]
44 ; 399.0 ; [20.52438221  1.11893108 12.36700035 20.91471882]
45 ; 399.0 ; [20.52438221  1.11893108 12.36700035 20.91471882]
46 ; 399.0 ; [20.52438221  1.11893108 12.36700035 20.91471882]
47 ; 399.0 ; [20.52438221  1.11893108 12.36700035 20.91471882]
48 ; 399.0 ; [20.52438221  1.11893108 12.36700035 20.91471882]
49 ; 399.0 ; [20.52438221  1.11893108 12.36700035 20.91471882]
50 ; 399.0 ; [20.52438221  1.11893108 12.36700035 20.91471882]
