# genetic 30
45 ; 852.0 ; [ 6.90445325  8.06094369 23.09001569 21.33438742 21.83123149  6.90532818  8.50327431 23.00629093]
46 ; 852.0 ; [ 6.90445325  8.06094369 23.09001569 21.33438742 21.83123149  6.90532818  8.50327431 23.00629093]
47 ; 852.0 ; [ 6.90445325  8.06094369 23.09001569 21.33438742 21.83123149  6.90532818  8.50327431 23.00629093]
48 ; 852.0 ; [ 6.90445325  8.06094369 23.09001569 21.33438742 21.83123149  6.90532818  8.50327431 23.00629093]
49 ; 852.0 ; [ 6.90445325  8.06094369 23.09001569 21.33438742 21.83123149  6.90532818  8.50327431 23.00629093]
50 ; 852.0 ; [ 6.90445325  8.06094369 23.09001569 21.33438742 21.83123149  6.90532818  8.50327431 23.00629093]
51 ; 852.0 ; [ 6.90445325  8.06094369 23.09001569 21.33438742 21.83123149  6.90532818  8.50327431 23.00629093]
52 ; 852.0 ; [ 6.90445325  8.06094369 23.09001569 21.33438742 21.83123149  6.90532818  8.50327431 23.00629093]
53 ; 852.0 ; [ 6.90445325  8.06094369 23.09001569 21.33438742 21.83123149  6.90532818  8.50327431 23.00629093]
54 ; 852.0 ; [ 6.90445325  8.06094369 23.09001569 21.33438742 21.83123149  6.90532818  8.50327431 23.00629093]
55 ; 852.0 ; [ 6.90445325  8.06094369 23.09001569 21.33438742 21.83123149  6.90532818  8.50327431 23.00629093]
56 ; 852.0 ; [ 6.90445325  8.06094369 23.09001569 21.33438742 21.83123149  6.90532818  8.50327431 23.00629093]
57 ; 852.0 ; [ 6.90445325  8.06094369 23.09001569 21.33438742 21.83123149  6.90532818  8.50327431 23.00629093]
58 ; 852.0 ; [ 6.90445325  8.06094369 23.09001569 21.33438742 21.83123149  6.90532818  8.50327431 23.00629093]
59 ; 852.0 ; [ 6.90445325  8.06094369 23.09001569 21.33438742 21.83123149  6.90532818  8.50327431 23.00629093]
60 ; 852.0 ; [ 6.90445325  8.06094369 23.09001569 21.33438742 21.83123149  6.90532818  8.50327431 23.00629093]
61 ; 852.0 ; [ 6.90445325  8.06094369 23.09001569 21.33438742 21.83123149  6.90532818  8.50327431 23.00629093]
62 ; 852.0 ; [ 6.90445325  8.06094369 23.09001569 21.33438742 21.83123149  6.90532818  8.50327431 23.00629093]
63 ; 852.0 ; [ 6.90445325  8.06094369 23.09001569 21.33438742 21.83123149  6.90532818  8.50327431 23.00629093]
64 ; 852.0 ; [ 6.90445325  8.06094369 23.09001569 21.33438742 21.83123149  6.90532818  8.50327431 23.00629093]
65 ; 852.0 ; [ 6.90445325  8.06094369 23.09001569 21.33438742 21.83123149  6.90532818  8.50327431 23.00629093]
66 ; 852.0 ; [ 6.90445325  8.06094369 23.09001569 21.33438742 21.83123149  6.90532818  8.50327431 23.00629093]
67 ; 852.0 ; [ 6.90445325  8.06094369 23.09001569 21.33438742 21.83123149  6.90532818  8.50327431 23.00629093]
68 ; 852.0 ; [ 6.90445325  8.06094369 23.09001569 21.33438742 21.83123149  6.90532818  8.50327431 23.00629093]
69 ; 852.0 ; [ 6.90445325  8.06094369 23.09001569 21.33438742 21.83123149  6.90532818  8.50327431 23.00629093]
70 ; 852.0 ; [ 6.90445325  8.06094369 23.09001569 21.33438742 21.83123149  6.90532818  8.50327431 23.00629093]
71 ; 852.0 ; [ 6.90445325  8.06094369 23.09001569 21.33438742 21.83123149  6.90532818  8.50327431 23.00629093]
72 ; 852.0 ; [ 6.90445325  8.06094369 23.09001569 21.33438742 21.83123149  6.90532818  8.50327431 23.00629093]
73 ; 852.0 ; [ 6.90445325  8.06094369 23.09001569 21.33438742 21.83123149  6.90532818  8.50327431 23.00629093]
74 ; 852.0 ; [ 6.90445325  8.06094369 23.09001569 21.33438742 21.83123149  6.90532818  8.50327431 23.00629093]
75 ; 852.0 ; [ 6.90445325  8.06094369 23.09001569 21.33438742 21.83123149  6.90532818  8.50327431 23.00629093]
76 ; 852.0 ; [ 6.90445325  8.06094369 23.09001569 21.33438742 21.83123149  6.90532818  8.50327431 23.00629093]
77 ; 852.0 ; [ 6.90445325  8.06094369 23.09001569 21.33438742 21.83123149  6.90532818  8.50327431 23.00629093]
78 ; 852.0 ; [ 6.90445325  8.06094369 23.09001569 21.33438742 21.83123149  6.90532818  8.50327431 23.00629093]
79 ; 852.0 ; [ 6.90445325  8.06094369 23.09001569 21.33438742 21.83123149  6.90532818  8.50327431 23.00629093]
80 ; 852.0 ; [ 6.90445325  8.06094369 23.09001569 21.33438742 21.83123149  6.90532818  8.50327431 23.00629093]
